CloudletId,Status,Status,DatacenterId,VmId,Time,StartTime,FinishTime,SubTime, SubTime,TotalCost,CloudletType,HostId
36,SUCCESS,2,36,0.4,3.2,3.6,3.2,10.2,MAPPER,16
17,SUCCESS,2,17,0.4,3.2,3.6,3.2,10.2,MAPPER,17
37,SUCCESS,2,37,0.4,3.2,3.6,3.2,10.2,MAPPER,17
18,SUCCESS,2,18,0.4,3.2,3.6,3.2,10.2,MAPPER,18
38,SUCCESS,2,38,0.4,3.2,3.6,3.2,10.2,MAPPER,18
19,SUCCESS,2,19,0.4,3.2,3.6,3.2,10.2,MAPPER,19
39,SUCCESS,2,39,0.4,3.2,3.6,3.2,10.2,MAPPER,19
40,SUCCESS,3,40,0.4,3.2,3.6,3.2,10.2,MAPPER,1
41,SUCCESS,3,41,0.4,3.2,3.6,3.2,10.2,MAPPER,2
42,SUCCESS,3,42,0.4,3.2,3.6,3.2,10.2,MAPPER,3
43,SUCCESS,3,43,0.4,3.2,3.6,3.2,10.2,MAPPER,4
44,SUCCESS,3,44,0.4,3.2,3.6,3.2,10.2,MAPPER,5
45,SUCCESS,3,45,0.4,3.2,3.6,3.2,10.2,MAPPER,6
46,SUCCESS,3,46,0.4,3.2,3.6,3.2,10.2,MAPPER,7
47,SUCCESS,3,47,0.4,3.2,3.6,3.2,10.2,MAPPER,8
48,SUCCESS,3,48,0.4,3.2,3.6,3.2,10.2,MAPPER,9
49,SUCCESS,3,49,0.4,3.2,3.6,3.2,10.2,MAPPER,10
50,SUCCESS,2,0,0.4,3.6,4,3.2,10.2,MAPPER,0
70,SUCCESS,2,20,0.4,3.6,4,3.2,10.2,MAPPER,0
51,SUCCESS,2,1,0.4,3.6,4,3.2,10.2,MAPPER,1
71,SUCCESS,2,21,0.4,3.6,4,3.2,10.2,MAPPER,1
52,SUCCESS,2,2,0.4,3.6,4,3.2,10.2,MAPPER,2
72,SUCCESS,2,22,0.4,3.6,4,3.2,10.2,MAPPER,2
53,SUCCESS,2,3,0.4,3.6,4,3.2,10.2,MAPPER,3
73,SUCCESS,2,23,0.4,3.6,4,3.2,10.2,MAPPER,3
54,SUCCESS,2,4,0.4,3.6,4,3.2,10.2,MAPPER,4
74,SUCCESS,2,24,0.4,3.6,4,3.2,10.2,MAPPER,4
55,SUCCESS,2,5,0.4,3.6,4,3.2,10.2,MAPPER,5
75,SUCCESS,2,25,0.4,3.6,4,3.2,10.2,MAPPER,5
56,SUCCESS,2,6,0.4,3.6,4,3.2,10.2,MAPPER,6
76,SUCCESS,2,26,0.4,3.6,4,3.2,10.2,MAPPER,6
57,SUCCESS,2,7,0.4,3.6,4,3.2,10.2,MAPPER,7
77,SUCCESS,2,27,0.4,3.6,4,3.2,10.2,MAPPER,7
58,SUCCESS,2,8,0.4,3.6,4,3.2,10.2,MAPPER,8
78,SUCCESS,2,28,0.4,3.6,4,3.2,10.2,MAPPER,8
59,SUCCESS,2,9,0.4,3.6,4,3.2,10.2,MAPPER,9
79,SUCCESS,2,29,0.4,3.6,4,3.2,10.2,MAPPER,9
60,SUCCESS,2,10,0.4,3.6,4,3.2,10.2,MAPPER,10
61,SUCCESS,2,11,0.4,3.6,4,3.2,10.2,MAPPER,11
62,SUCCESS,2,12,0.4,3.6,4,3.2,10.2,MAPPER,12
63,SUCCESS,2,13,0.4,3.6,4,3.2,10.2,MAPPER,13
64,SUCCESS,2,14,0.4,3.6,4,3.2,10.2,MAPPER,14
65,SUCCESS,2,15,0.4,3.6,4,3.2,10.2,MAPPER,15
66,SUCCESS,2,16,0.4,3.6,4,3.2,10.2,MAPPER,16
67,SUCCESS,2,17,0.4,3.6,4,3.2,10.2,MAPPER,17
68,SUCCESS,2,18,0.4,3.6,4,3.2,10.2,MAPPER,18
69,SUCCESS,2,19,0.4,3.6,4,3.2,10.2,MAPPER,19
80,SUCCESS,2,0,0.4,4,4.4,3.6,1.2,REDUCER,0
81,SUCCESS,2,1,0.4,4,4.4,3.6,1.2,REDUCER,1
82,SUCCESS,2,2,0.4,4,4.4,3.6,1.2,REDUCER,2
83,SUCCESS,2,3,0.4,4,4.4,3.6,1.2,REDUCER,3
84,SUCCESS,2,4,0.4,4,4.4,3.6,1.2,REDUCER,4
85,SUCCESS,2,5,0.4,4,4.4,3.6,1.2,REDUCER,5
86,SUCCESS,2,6,0.4,4,4.4,3.6,1.2,REDUCER,6
87,SUCCESS,2,7,0.4,4,4.4,3.6,1.2,REDUCER,7
88,SUCCESS,2,8,0.4,4,4.4,3.6,1.2,REDUCER,8
89,SUCCESS,2,9,0.4,4,4.4,3.6,1.2,REDUCER,9
100,SUCCESS,2,0,0.4,4.4,4.8,4,1.2,REDUCER,0
101,SUCCESS,2,1,0.4,4.4,4.8,4,1.2,REDUCER,1
102,SUCCESS,2,2,0.4,4.4,4.8,4,1.2,REDUCER,2
103,SUCCESS,2,3,0.4,4.4,4.8,4,1.2,REDUCER,3
104,SUCCESS,2,4,0.4,4.4,4.8,4,1.2,REDUCER,4
105,SUCCESS,2,5,0.4,4.4,4.8,4,1.2,REDUCER,5
106,SUCCESS,2,6,0.4,4.4,4.8,4,1.2,REDUCER,6
107,SUCCESS,2,7,0.4,4.4,4.8,4,1.2,REDUCER,7
108,SUCCESS,2,8,0.4,4.4,4.8,4,1.2,REDUCER,8
109,SUCCESS,2,9,0.4,4.4,4.8,4,1.2,REDUCER,9
110,SUCCESS,2,14,0.4,7,7.4,7,10.2,REDUCER,14
