CloudletId,Status,Status,DatacenterId,VmId,Time,StartTime,FinishTime,SubTime, SubTime,TotalCost,CloudletType,HostId
64,SUCCESS,2,4,0.4,5.5,5.9,3.1,10.2,MAPPER,4
65,SUCCESS,2,5,0.4,5.5,5.9,3.1,10.2,MAPPER,5
66,SUCCESS,2,6,0.4,5.5,5.9,3.1,10.2,MAPPER,6
67,SUCCESS,2,7,0.4,5.5,5.9,3.1,10.2,MAPPER,7
68,SUCCESS,2,8,0.4,5.5,5.9,3.1,10.2,MAPPER,8
69,SUCCESS,2,9,0.4,5.5,5.9,3.1,10.2,MAPPER,9
70,SUCCESS,2,0,0.4,5.9,6.3,3.1,10.2,MAPPER,0
71,SUCCESS,2,1,0.4,5.9,6.3,3.1,10.2,MAPPER,1
72,SUCCESS,2,2,0.4,5.9,6.3,3.1,10.2,MAPPER,2
73,SUCCESS,2,3,0.4,5.9,6.3,3.1,10.2,MAPPER,3
74,SUCCESS,2,4,0.4,5.9,6.3,3.1,10.2,MAPPER,4
75,SUCCESS,2,5,0.4,5.9,6.3,3.1,10.2,MAPPER,5
76,SUCCESS,2,6,0.4,5.9,6.3,3.1,10.2,MAPPER,6
77,SUCCESS,2,7,0.4,5.9,6.3,3.1,10.2,MAPPER,7
78,SUCCESS,2,8,0.4,5.9,6.3,3.1,10.2,MAPPER,8
79,SUCCESS,2,9,0.4,5.9,6.3,3.1,10.2,MAPPER,9
80,SUCCESS,2,0,0.4,6.3,6.7,3.9,1.2,REDUCER,0
81,SUCCESS,2,1,0.4,6.3,6.7,3.9,1.2,REDUCER,1
82,SUCCESS,2,2,0.4,6.3,6.7,3.9,1.2,REDUCER,2
83,SUCCESS,2,3,0.4,6.3,6.7,3.9,1.2,REDUCER,3
84,SUCCESS,2,4,0.4,6.3,6.7,3.9,1.2,REDUCER,4
85,SUCCESS,2,5,0.4,6.3,6.7,3.9,1.2,REDUCER,5
86,SUCCESS,2,6,0.4,6.3,6.7,3.9,1.2,REDUCER,6
87,SUCCESS,2,7,0.4,6.3,6.7,3.9,1.2,REDUCER,7
88,SUCCESS,2,8,0.4,6.3,6.7,3.9,1.2,REDUCER,8
89,SUCCESS,2,9,0.4,6.3,6.7,3.9,1.2,REDUCER,9
90,SUCCESS,2,0,0.4,6.7,7.1,4.7,1.2,REDUCER,0
91,SUCCESS,2,1,0.4,6.7,7.1,4.7,1.2,REDUCER,1
92,SUCCESS,2,2,0.4,6.7,7.1,4.7,1.2,REDUCER,2
93,SUCCESS,2,3,0.4,6.7,7.1,4.7,1.2,REDUCER,3
94,SUCCESS,2,4,0.4,6.7,7.1,4.7,1.2,REDUCER,4
95,SUCCESS,2,5,0.4,6.7,7.1,4.7,1.2,REDUCER,5
96,SUCCESS,2,6,0.4,6.7,7.1,4.7,1.2,REDUCER,6
97,SUCCESS,2,7,0.4,6.7,7.1,4.7,1.2,REDUCER,7
98,SUCCESS,2,8,0.4,6.7,7.1,4.7,1.2,REDUCER,8
99,SUCCESS,2,9,0.4,6.7,7.1,4.7,1.2,REDUCER,9
100,SUCCESS,2,0,0.4,7.1,7.5,5.5,1.2,REDUCER,0
101,SUCCESS,2,1,0.4,7.1,7.5,5.5,1.2,REDUCER,1
102,SUCCESS,2,2,0.4,7.1,7.5,5.5,1.2,REDUCER,2
103,SUCCESS,2,3,0.4,7.1,7.5,5.5,1.2,REDUCER,3
104,SUCCESS,2,4,0.4,7.1,7.5,5.5,1.2,REDUCER,4
105,SUCCESS,2,5,0.4,7.1,7.5,5.5,1.2,REDUCER,5
106,SUCCESS,2,6,0.4,7.1,7.5,5.5,1.2,REDUCER,6
107,SUCCESS,2,7,0.4,7.1,7.5,5.5,1.2,REDUCER,7
108,SUCCESS,2,8,0.4,7.1,7.5,5.5,1.2,REDUCER,8
109,SUCCESS,2,9,0.4,7.1,7.5,5.5,1.2,REDUCER,9
110,SUCCESS,2,0,0.4,7.5,7.9,6.3,1.2,REDUCER,0
111,SUCCESS,2,1,0.4,7.5,7.9,6.3,1.2,REDUCER,1
112,SUCCESS,2,2,0.4,7.5,7.9,6.3,1.2,REDUCER,2
113,SUCCESS,2,3,0.4,7.5,7.9,6.3,1.2,REDUCER,3
114,SUCCESS,2,4,0.4,7.5,7.9,6.3,1.2,REDUCER,4
115,SUCCESS,2,5,0.4,7.5,7.9,6.3,1.2,REDUCER,5
116,SUCCESS,2,6,0.4,7.5,7.9,6.3,1.2,REDUCER,6
117,SUCCESS,2,7,0.4,7.5,7.9,6.3,1.2,REDUCER,7
118,SUCCESS,2,8,0.4,7.5,7.9,6.3,1.2,REDUCER,8
119,SUCCESS,2,9,0.4,7.5,7.9,6.3,1.2,REDUCER,9
